source,item,qty
2780,cherimoya,1
4401,banana,1
3236,watercress,4
4711,corn salad,2
3776,white radish,1
4844,dragonfruit,4
645,raisin,3
3669,blueberry,5
3913,damson,6
1413,grapefruit,4
2749,radish,6
4252,mangetout,3
3215,frisee,4
3705,marjoram,1
3332,lentils,1
3245,bilberry,6
2622,dragonfruit,4
3834,cilantro,2
2537,patty pan,4
3523,goji berry,1
180,blueberry,4
1106,white radish,2
2885,spaghetti squash,5
2942,frisee,4
4580,feijoa,6
1633,tubers,3
3445,navy bean,2
1380,lentils,3
3853,raisin,6
3663,raisin,1
83,fig,2
3898,date,4
4473,avocado,3
4097,cherimoya,4
2930,damson,1
256,radish,5
759,navy bean,1
1501,damson,4
828,tabasco pepper,4
1285,dragonfruit,3
1300,spinach,1
548,cherimoya,6
4290,white radish,6
2562,daikon,5
4609,raisin,6
63,marjoram,5
3259,spaghetti squash,3
3824,tat soi,4
810,apricot,5
2077,bilberry,3
4637,cherimoya,6
4772,avocado,5
3732,coconut,4
4643,corn salad,5
2114,cabbage,2
2706,azuki bean,4
1371,corn salad,3
3662,cloudberry,6
3538,apricot,6
922,lentils,2
581,marjoram,5
1433,blackberry,1
3464,black-eyed pea,5
1199,blackberry,1
991,tabasco pepper,5
32,frisee,3
4824,blackberry,3
2561,cabbage,1
1187,banana,4
3344,kale,2
4947,tat soi,3
1259,azuki bean,5
4338,banana,4
1941,avocado,6
1347,marjoram,3
643,blackcurrant,6
3809,grapefruit,5
3705,apple,5
3926,grapefruit,5
1272,broccoflower,2
1993,black-eyed pea,4
3112,blueberry,6
3879,damson,2
424,fig,6
4408,zucchini,6
3136,azuki bean,5
3228,apricot,4
1731,spinach,5
286,goji berry,6
2069,tabasco pepper,6
4214,cherimoya,5
87,patty pan,2
2361,daikon,1
2894,banana,5
2591,tabasco pepper,1
155,navy bean,4
1289,tubers,2
2242,avocado,2
4071,date,3
1265,black-eyed pea,4
849,tabasco pepper,1
2073,blueberry,6
1746,cloudberry,3
4840,apple,2
1468,goji berry,1
2306,kale,3
1266,patty pan,5
1091,feijoa,2
1653,raisin,6
4103,blackberry,6
3327,coconut,1
4078,lentils,5
570,daikon,4
2562,apple,6
33,marjoram,3
733,goji berry,5
761,tubers,6
2074,grapefruit,2
2518,black-eyed pea,5
1030,patty pan,1
2630,avocado,5
4716,date,6
4906,patty pan,5
777,currant,2
4319,patty pan,5
4721,kale,6
2040,banana,4
2603,blackcurrant,2
2096,navy bean,4
3995,cherimoya,1
4883,grapefruit,3
4564,broccoflower,2
3782,tabasco pepper,6
3474,tat soi,2
3792,apple,4
3885,blackberry,4
2360,blackcurrant,3
4832,white radish,3
3883,broccoflower,1
2314,tat soi,2
965,navy bean,3
3176,tabasco pepper,4
3532,skirret,1
3989,blackberry,6
4099,blackberry,1
1005,apricot,5
1837,banana,1
4684,damson,4
3011,coconut,4
2180,feijoa,3
4334,fig,1
22,marjoram,3
227,cherimoya,4
1363,banana,1
2675,lentils,2
239,blueberry,4
4831,watercress,5
2165,marjoram,3
2169,patty pan,1
3900,currant,2
3311,feijoa,1
2642,tubers,5
2456,marjoram,3
132,azuki bean,1
3051,chives,1
2672,navy bean,4
4742,lentils,5
744,tabasco pepper,2
2917,currant,2
4414,broccoflower,5
3228,feijoa,6
3892,fig,4
1978,feijoa,2
2385,navy bean,2
607,black-eyed pea,3
2790,cabbage,4
2843,bilberry,2
615,raisin,5
2260,white radish,2
2097,cloudberry,1
2513,tubers,6
2634,marjoram,5
2110,black-eyed pea,4
1524,fig,1
2901,cloudberry,6
1134,goji berry,4
4051,frisee,6
967,cloudberry,4
3037,black-eyed pea,5
3029,tabasco pepper,5
1371,watercress,4
2996,avocado,5
3946,coconut,3
4884,apricot,2
4367,cherimoya,6
78,marjoram,4
630,radish,4
1755,tabasco pepper,6
3159,black-eyed pea,3
2825,damson,4
1943,navy bean,5
3776,apricot,5
1938,radish,4
2156,white radish,5
4835,raisin,4
1626,lentils,1
2961,dragonfruit,2
1296,goji berry,2
1073,cabbage,4
3738,black-eyed pea,2
2908,cherimoya,6
459,white radish,3
1692,tubers,6
1062,chamomile,4
3037,broccoflower,2
3770,broccoflower,3
3022,spinach,2
2568,blackberry,5
439,tat soi,3
134,bilberry,4
3944,marjoram,6
3871,currant,4
3456,dragonfruit,5
391,blackberry,2
1849,radish,1
3385,raisin,6
2382,currant,4
2171,navy bean,4
4317,date,6
4715,watercress,2
173,blackcurrant,6
2436,coconut,5
493,patty pan,2
1176,banana,6
2536,kale,6
2946,blueberry,6
1784,broccoflower,1
870,lentils,2
1034,potato,2
1963,radish,5
3224,navy bean,6
4388,feijoa,3
2569,marjoram,1
2148,cloudberry,1
827,raisin,5
1183,azuki bean,2
2490,cherimoya,1
4744,mushroom,1
1311,apricot,4
2472,bilberry,5
4410,damson,5
615,tubers,6
938,tabasco pepper,3
297,tubers,6
351,cloudberry,2
546,marjoram,4
3062,fig,6
780,feijoa,2
431,blackberry,3
4442,spinach,6
4393,tabasco pepper,6
2496,tabasco pepper,4
3713,cloudberry,3
2186,apple,3
3042,white radish,3
369,patty pan,4
3350,black-eyed pea,5
1287,blueberry,1
176,banana,2
1499,cabbage,4
3834,daikon,3
4100,blueberry,2
2197,blueberry,1
4029,raisin,1
18,marjoram,1
4916,marjoram,4
1482,frisee,3
2602,lentils,6
4825,blackberry,3
917,bilberry,3
1391,banana,5
1073,lemon grass,2
1194,patty pan,6
1415,feijoa,6
1966,black-eyed pea,3
835,white radish,1
2828,watercress,1
768,radish,3
219,spaghetti squash,3
4650,patty pan,1
208,tat soi,3
3547,raisin,3
2138,cherimoya,5
1425,topinambur,1
1987,daikon,4
2912,apple,6
3109,blackcurrant,4
3775,date,6
954,azuki bean,1
4041,apricot,5
3527,corn salad,3
359,navy bean,2
4784,radish,6
1904,patty pan,4
4479,corn salad,5
3907,azuki bean,3
1947,navy bean,5
2322,dragonfruit,4
3267,apple,1
24,marjoram,6
605,fig,5
1242,blackberry,4
1338,spaghetti squash,6
4733,apricot,5
1576,patty pan,1
1888,blackcurrant,2
311,date,3
4800,spinach,1
899,tat soi,5
790,coconut,2
4167,blackberry,5
4350,frisee,6
2840,apple,6
3379,radish,2
315,avocado,1
4507,watercress,3
2963,currant,5
810,date,1
4950,date,4
2226,lentils,1
2553,tabasco pepper,5
2811,cloudberry,1
2740,goji berry,6
936,dragonfruit,3
1423,tubers,3
3874,lentils,1
201,fennel,6
1170,dragonfruit,2
3146,currant,5
1194,dragonfruit,2
4537,date,3
1324,currant,1
1667,daikon,2
2059,date,6
3020,goji berry,6
901,frisee,1
2334,raisin,4
1793,goji berry,4
737,banana,2
3059,avocado,5
4602,watercress,3
3951,black-eyed pea,4
2690,tabasco pepper,6
2860,navy bean,5
4852,tubers,3
4111,kale,3
650,coconut,6
107,raisin,5
4437,radish,3
1687,cabbage,2
2561,spaghetti squash,4
3170,fig,3
1190,cabbage,6
1210,apricot,5
4755,green bean,1
725,marjoram,1
2996,daikon,2
2677,feijoa,1
2839,cabbage,1
1345,feijoa,3
4902,bilberry,2
408,corn salad,1
3101,tubers,4
2688,navy bean,4
3055,white radish,6
1934,tubers,1
2287,fig,1
2412,bilberry,1
1009,raisin,1
1250,banana,6
2901,banana,3
2546,grapefruit,2
3285,frisee,3
1781,raisin,3
2992,fig,3
748,raisin,4
3790,date,1
1596,tubers,2
4656,raisin,4
2041,kale,5
1970,date,2
1840,cabbage,3
3389,goji berry,5
4427,blackcurrant,2
4841,broccoflower,3
2126,tabasco pepper,4
2533,marjoram,4
2231,blackberry,5
4692,spinach,3
1612,kale,2
1541,kale,4
1794,tabasco pepper,1
459,acorn squash,5
2219,banana,2
4192,spaghetti squash,6
2608,coconut,3
3536,raisin,5
703,cherimoya,4
2736,pinto bean,6
3980,currant,2
444,spaghetti squash,6
3443,damson,4
4091,blackcurrant,5
771,watercress,1
1414,feijoa,1
118,goji berry,1
2345,patty pan,5
754,bilberry,3
2303,white radish,4
1952,watercress,2
609,apple,6
3288,garlic,4
4254,dragonfruit,2
48,spinach,2
2468,currant,4
2547,apricot,1
1368,coconut,4
1953,tat soi,3
1422,apricot,3
1339,date,4
4170,watercress,3
854,blackcurrant,5
4320,yam,6
990,raisin,4
2635,lentils,3
667,banana,4
4402,cherimoya,4
1978,cherimoya,6
4370,durian,4
1531,goji berry,6
3755,patty pan,2
4644,cherimoya,3
1531,apricot,2
2174,tabasco pepper,5
1225,raisin,1
2494,apricot,2
4808,daikon,1
155,azuki bean,5
1850,tat soi,2
4629,cauliflower,1
3259,blueberry,1
32,damson,1
3154,patty pan,5
4842,azuki bean,6
539,black-eyed pea,1
4149,blueberry,5
2071,frisee,3
2332,broccoflower,3
4774,apple,1
1827,corn salad,1
4133,blackcurrant,4
4958,tubers,1
4290,date,5
583,avocado,5
2036,navy bean,5
4432,radish,5
3517,azuki bean,6
1563,white radish,4
3939,dragonfruit,3
4089,watercress,4
30,radish,4
1224,feijoa,2
2136,damson,5
3573,cloudberry,5
523,dragonfruit,1
3864,grapefruit,5
4334,goji berry,2
1334,apricot,1
3433,dragonfruit,3
3234,marjoram,6
1134,navy bean,2
1058,blueberry,3
1401,cherimoya,3
3720,blueberry,4
4679,fig,6
1982,raisin,5
1458,white radish,1
2965,spaghetti squash,1
4557,black-eyed pea,2
1585,black-eyed pea,2
2914,broccoflower,1
4745,radish,3
2554,tubers,1
652,tubers,5
2685,spinach,3
2148,kale,6
2878,azuki bean,6
964,cloudberry,1
3319,kale,2
4394,apricot,5
4236,navy bean,5
4059,white radish,5
750,patty pan,3
541,cranberry,6
120,black-eyed pea,3
923,marjoram,3
3799,banana squash,1
2686,spinach,2
980,grapefruit,5
1973,tubers,4
3476,frisee,3
3058,apricot,1
2845,lentils,3
4193,goji berry,2
717,anise,2
3040,radish,2
1935,blackcurrant,1
1988,radish,4
803,coconut,6
3687,apricot,1
4524,date,6
3551,fig,5
3163,banana,1
4951,banana,3
3251,tabasco pepper,5
4601,grapefruit,2
843,dragonfruit,2
3674,delicata,3
1968,fig,2
1308,cabbage,1
2044,tubers,4
302,apple,3
2984,azuki bean,2
2675,damson,5
3979,cherimoya,4
1679,broccoflower,5
3788,cloudberry,3
2199,corn salad,4
2341,marjoram,1
3949,grapefruit,5
785,sage,3
4956,blackberry,3
3718,patty pan,3
3773,bilberry,5
4306,grapefruit,6
3934,apricot,2
549,spaghetti squash,2
3672,patty pan,3
877,apple,4
3364,goji berry,2
582,tat soi,2
1839,broccoflower,6
2495,broccoflower,5
3087,goji berry,6
3027,feijoa,1
795,blackberry,4
1861,spaghetti squash,3
2088,damson,6
2793,damson,1
3429,watercress,4
2707,dragonfruit,3
809,fig,4
3996,marjoram,4
2674,navy bean,1
2035,cabbage,3
883,apricot,3
453,grapefruit,6
1437,corn salad,1
2772,cherimoya,1
238,navy bean,4
4807,watercress,1
1118,currant,6
3729,daikon,3
1153,goji berry,1
2910,dragonfruit,5
1846,spinach,4
3971,date,3
2330,taro,5
4402,currant,6
4755,radish,4
756,cloudberry,1
2161,avocado,3
3955,daikon,5
110,radish,6
4938,bilberry,4
4321,corn salad,2
1396,tat soi,6
2848,grapefruit,1
3923,kale,5
900,kale,3
633,navy bean,1
66,banana,2
4702,currant,1
4488,tubers,3
2340,marjoram,3
3540,collard green,2
4280,feijoa,4
95,watercress,6
573,radish,3
3070,patty pan,3
3127,blackberry,1
2197,cherimoya,1
1041,currant,5
2474,navy bean,6
2612,lentils,6
3777,kale,6
1001,kale,3
2980,corn salad,6
1369,blackberry,4
2538,garlic,2
838,spinach,3
155,cloudberry,2
4677,coconut,1
4518,navy bean,2
3528,cabbage,4
72,date,2
2542,watercress,1
4604,white radish,4
672,patty pan,4
728,bilberry,4
2855,daikon,2
746,bilberry,2
4981,corn salad,2
3078,broccoflower,5
3525,marjoram,4
1563,black-eyed pea,5
679,frisee,4
3506,blackcurrant,2
2111,cabbage,1
2847,radish,5
913,damson,5
569,marjoram,6
1219,tabasco pepper,1
2867,spinach,5
3984,tabasco pepper,3
1677,corn salad,1
3349,apple,6
4260,grapefruit,5
2390,blackcurrant,1
1410,kale,3
564,azuki bean,6
3086,kale,1
4702,cherimoya,6
1632,bilberry,3
1022,raisin,5
2456,coconut,1
3747,fig,5
4761,lentils,2
1164,tubers,4
1623,watercress,4
862,radish,6
2156,azuki bean,5
4473,blackcurrant,4
378,blackberry,5
4062,feijoa,3
814,cherimoya,1
4187,lentils,2
364,date,5
4030,apricot,2
526,lentils,4
1938,white radish,6
4012,watercress,5
1164,rosemary,2
4134,frisee,6
3843,avocado,6
1009,mung bean,1
1327,raisin,3
1563,broccoflower,1
1346,damson,6
2529,cherimoya,3
3654,raisin,3
2670,broccoflower,5
1809,navy bean,4
4519,tat soi,3
1503,spinach,1
2124,blueberry,5
3259,cabbage,5
1613,blackberry,3
4644,tubers,4
3685,corn salad,2
3865,blueberry,2
2148,watercress,2
4010,blackberry,2
992,spinach,1
382,cloudberry,3
2734,spaghetti squash,4
2466,dragonfruit,3
2919,coconut,6
1120,coconut,6
4346,fig,2
4519,cherimoya,2
697,black-eyed pea,2
2544,spaghetti squash,2
1118,apricot,6
3617,banana,6
2537,mangetout,5
3159,tat soi,6
4242,azuki bean,2
2433,currant,1
3651,grapefruit,4
3679,daikon,2
2889,spinach,4
2960,corn salad,3
4212,apricot,2
4464,apple,6
4338,patty pan,2
1055,damson,1
1006,lentils,2
2322,tat soi,4
2080,gem squash,3
290,cloudberry,1
3609,azuki bean,5
4563,tat soi,4
2588,cabbage,6
1296,runner bean,1
722,corn salad,4
527,azuki bean,6
1602,cabbage,6
2050,broccoflower,3
1030,delicata,6
4736,broccoflower,4
1587,marjoram,2
3153,daikon,5
2811,white radish,5
1439,lentils,5
1479,feijoa,4
2724,date,4
176,spaghetti squash,4
2053,frisee,4
558,kale,1
4963,dragonfruit,6
2017,black-eyed pea,1
2447,white radish,5
4988,spaghetti squash,4
1768,spinach,3
1518,fig,6
3756,fig,3
2017,tubers,3
763,cloudberry,4
1692,white radish,2
1400,kale,3
1069,apricot,6
3410,currant,2
2778,fig,3
3475,tubers,1
2488,coconut,5
2419,tat soi,1
3094,cloudberry,3
1515,navy bean,2
238,frisee,2
1641,black-eyed pea,5
1667,grapefruit,3
1676,marjoram,1
2632,marjoram,6
4890,raisin,1
739,apricot,2
450,azuki bean,2
2639,banana,6
4245,coconut,6
1186,cloudberry,5
1123,date,3
4957,goji berry,3
258,azuki bean,6
3375,apricot,3
2584,fig,3
354,blackcurrant,6
4877,bean sprout,3
3366,goji berry,6
692,marjoram,3
2155,white radish,1
3720,blackcurrant,5
4320,currant,4
3590,currant,1
4051,blackcurrant,2
915,tubers,4
3047,navy bean,2
3647,radish,4
1751,fig,2
3725,black-eyed pea,3
4642,date,2
2244,date,4
962,marjoram,3
2370,white radish,3
2207,spinach,4
5000,banana,6
3242,fig,1
2688,banana,5
4189,lentils,5
4303,banana,2
4702,black-eyed pea,6
3779,apricot,6
2476,damson,1
163,spaghetti squash,3
2637,dragonfruit,5
4145,tat soi,4
328,kale,6
5000,tabasco pepper,5
20,broccoflower,3
1964,dragonfruit,3
396,avocado,2
2287,kale,6
1380,grapefruit,5
4921,fig,6
1309,avocado,4
660,blackberry,6
1959,spinach,4
3716,currant,3
3216,blueberry,5
717,bilberry,6
3330,dragonfruit,6
4372,cabbage,3
3630,radish,4
4968,frisee,2
2077,apple,3
3502,dragonfruit,1
4843,feijoa,4
4,white radish,1
4319,grapefruit,3
3150,azuki bean,3
2115,guava,3
2693,feijoa,3
4357,radish,5
472,corn salad,6
3295,cloudberry,2
275,blueberry,2
2465,spinach,5
1156,grapefruit,6
1599,watercress,1
1875,radish,3
1154,grapefruit,3
185,lentils,1
2733,bilberry,3
12,marjoram,3
1206,anise,5
2299,frisee,4
1627,currant,5
1990,coconut,4
1606,currant,5
4086,blueberry,2
2923,marjoram,4
1134,azuki bean,4
2069,grapefruit,2
3929,blueberry,6
1781,cabbage,1
4019,grapefruit,2
1847,avocado,1
3220,grapefruit,3
4380,lentils,4
1206,cloudberry,5
528,patty pan,3
1627,fig,1
4494,watercress,6
3635,damson,4
1302,spinach,3
2485,banana squash,6
3893,aubergine,4
480,tubers,3
4695,cabbage,5
2719,lentils,2
1112,frisee,3
1124,tat soi,2
1935,white radish,1
2188,marjoram,2
4832,black-eyed pea,5
3427,grapefruit,1
2250,marjoram,6
108,cabbage,5
1422,navy bean,1
1492,spaghetti squash,1
1190,white radish,6
4963,watercress,1
4550,daikon,1
685,fig,5
2559,cherimoya,2
943,frisee,5
1710,dragonfruit,2
2014,frisee,5
3279,cloudberry,4
251,coconut,3
3850,tat soi,5
424,tabasco pepper,4
3959,blueberry,5
532,broccoflower,6
2335,date,4
3215,damson,5
365,patty pan,2
3582,dragonfruit,3
3904,fig,3
518,apricot,6
4545,tabasco pepper,4
4947,tabasco pepper,2
4980,marjoram,6
2937,cabbage,1
4029,pumpkin,4
142,raisin,3
1388,cloudberry,2
1975,date,2
975,feijoa,6
284,spaghetti squash,2
4206,cabbage,5
499,coconut,5
652,azuki bean,2
3897,blackberry,4
937,apricot,1
163,banana,2
2082,tabasco pepper,6
2114,banana,2
3127,grapefruit,3
762,black-eyed pea,4
517,spaghetti squash,6
4701,kale,5
687,cabbage,2
2941,lentils,5
2605,dragonfruit,4
1412,blackcurrant,4
2859,apple,5
2063,fig,5
4077,bilberry,2
91,coconut,3
4872,goji berry,4
1670,cherimoya,6
2053,goji berry,3
612,damson,2
4638,marjoram,6
1135,broccoflower,2
587,blackberry,2
2227,blackberry,4
2872,daikon,2
478,frisee,2
986,blueberry,4
4325,radish,4
3798,date,6
3590,date,5
290,cherimoya,5
4019,tat soi,3
2054,currant,3
3022,banana,3
928,feijoa,3
870,corn salad,4
3724,chamomile,6
3978,spaghetti squash,5
2428,patty pan,5
3867,navy bean,3
3301,grapefruit,4
903,tabasco pepper,1
1594,apricot,4
226,broccoflower,2
2822,cherimoya,1
2830,date,3
3546,dragonfruit,1
2113,blackcurrant,4
853,corn salad,2
1775,avocado,4
762,tat soi,3
1021,hubbard squash,6
3202,corn salad,4
176,black-eyed pea,2
3349,daikon,3
2793,black-eyed pea,3
111,lentils,5
1279,lentils,3
4564,banana,4
607,radish,5
3716,spinach,6
3153,date,1
442,black-eyed pea,6
4791,tat soi,4
4520,tabasco pepper,3
1836,apple,5
964,broccoflower,4
1863,watercress,1
2845,banana,4
2642,apple,3
3408,spinach,6
2178,cloudberry,4
2561,grapefruit,6
1579,navy bean,4
1181,spaghetti squash,6
1723,blackberry,4
4767,bilberry,4
2054,blackberry,5
1740,corn salad,4
2029,apricot,1
2818,frisee,2
3421,spinach,3
4223,feijoa,1
4550,cloudberry,6
4671,hubbard squash,1
4190,apple,4
1400,coconut,2
1814,tubers,6
4307,radish,3
2926,damson,2
2473,patty pan,1
1847,watercress,2
555,spaghetti squash,5
3079,blackcurrant,4
3823,watercress,4
99,radish,2
3539,black-eyed pea,1
771,cabbage,3
3188,date,2
4002,black-eyed pea,3
3523,tat soi,4
1980,bilberry,4
1573,date,6
1708,corn salad,3
3730,bilberry,3
1409,tubers,5
4834,blueberry,4
1532,date,4
1842,apple,1
2675,navy bean,1
359,blueberry,4
201,spaghetti squash,5
2639,apple,5
2548,kale,5
1726,coconut,5
3943,lentils,1
3899,tabasco pepper,2
1048,azuki bean,2
1247,kale,3
4875,dragonfruit,3
4763,tubers,4
2228,banana,1
4001,kale,6
395,white radish,1
1378,tat soi,5
1458,cherimoya,3
2741,corn salad,3
4933,leek ,3
1269,spinach,5
4881,avocado,3
634,corn salad,3
1941,apple,4
2225,daikon,5
3331,patty pan,5
1061,spaghetti squash,2
1777,radish,3
2589,avocado,3
521,azuki bean,1
1803,cherimoya,1
3160,apple,2
2282,blackberry,4
1862,blackcurrant,6
1555,avocado,4
2922,anise,2
3346,black-eyed pea,6
2163,marjoram,5
2995,white radish,6
1938,cabbage,1
631,white radish,4
3771,dragonfruit,3
1116,black-eyed pea,6
4004,daikon,3
896,fig,4
4948,patty pan,6
829,azuki bean,1
681,basil,4
282,avocado,5
2302,cayenne pepper,6
1655,patty pan,3
4357,tubers,6
3125,banana,3
4154,blueberry,1
1885,corn salad,5
2954,grapefruit,1
3326,fig,6
2678,watercress,1
4906,apricot,5
584,currant,3
4483,apricot,1
4127,cherimoya,4
1545,black-eyed pea,1
582,blackberry,5
3164,banana,5
3112,spinach,2
1963,blackberry,2
3855,tat soi,2
1489,fiddlehead,4
3443,cloudberry,5
268,cherimoya,1
2931,avocado,1
2001,green bean,3
3648,patty pan,2
2332,tabasco pepper,2
3078,cabbage,5
3564,cherimoya,5
2010,white radish,6
4294,tabasco pepper,5
3237,cloudberry,1
4904,feijoa,1
1705,banana,2
2604,watercress,2
1317,cloudberry,5
4409,frisee,3
2936,radish,2
2320,radish,1
3806,broccoflower,1
4605,date,3
2141,delicata,6
1109,raisin,2
1825,corn salad,1
4176,apple,4
4128,blackberry,1
1351,lentils,6
3101,broccoflower,1
1734,navy bean,6
3061,azuki bean,2
2363,apricot,3
3028,spinach,1
4687,damson,5
484,damson,5
269,guava,4
138,patty pan,6
3627,azuki bean,4
3684,daikon,3
1623,tabasco pepper,3
534,grapefruit,4
394,grapefruit,5
4654,lentils,4
4133,tubers,6
4682,white radish,1
3269,cloudberry,3
884,bilberry,2
2166,navy bean,2
4963,daikon,5
3340,radish,4
900,watercress,6
2726,date,3
797,tubers,1
4585,coconut,6
2487,banana,1
1858,tat soi,6
1544,butternut squash,3
4470,spinach,5
2573,grapefruit,4
1808,spinach,5
2143,spinach,1
1234,blackberry,5
2030,chayote,4
714,tubers,6
1552,feijoa,3
809,spaghetti squash,1
1839,tat soi,4
4672,cabbage,3
4296,currant,4
711,goji berry,6
2291,white radish,6
1891,goji berry,5
3479,currant,5
1152,currant,5
324,patty pan,1
4330,blackcurrant,6
1536,blueberry,2
4419,avocado,5
3892,damson,5
485,damson,2
3610,white radish,1
4769,lentils,1
2810,apple,6
2253,radish,4
4681,cayenne pepper,3
64,date,6
1061,tat soi,2
4134,radish,2
775,basil,6
1996,goji berry,4
1697,broccoflower,1
177,marjoram,5
1173,kale,3
1853,tat soi,2
3813,goji berry,5
2290,bilberry,2
4644,sweet potato,1
1596,lentils,2
4900,blueberry,6
1610,black-eyed pea,6
42,spaghetti squash,3
2038,tabasco pepper,4
3909,corn salad,5
2584,chives,2
179,damson,2
3275,cloudberry,3
2167,feijoa,3
3776,black-eyed pea,6
3271,kale,3
1643,cilantro,6
1975,kale,6
4083,cabbage,1
873,kale,6
4176,coconut,4
332,new zealand spinach,3
2951,white radish,6
3618,corn salad,3
2648,radish,1
2096,feijoa,1
1857,frisee,4
1308,daikon,2
4033,chickpea,5
4326,raisin,1
4763,azuki bean,3
4192,eggplant,1
867,fig,2
3705,tubers,2
2114,fig,4
1275,tabasco pepper,1
3887,fig,5
4542,goji berry,4
3632,borlotti bean,6
4179,blackcurrant,6
4329,tubers,4
2120,feijoa,5
3015,watercress,2
1538,feijoa,6
3904,grapefruit,2
2938,cabbage,3
237,cabbage,2
4430,radish,3
1694,broccoflower,6
2744,marjoram,2
3275,spaghetti squash,5
3349,spinach,6
2752,goji berry,6
4026,apricot,3
772,caraway,4
3451,tat soi,1
353,currant,6
3797,currant,1
2068,daikon,3
2700,white radish,5
440,damson,4
4227,frisee,3
4116,cherimoya,4
2832,goji berry,3
4233,banana,1
3527,raisin,6
4778,kale,1
164,watercress,1
3405,aubergine,5
4837,banana,4
3766,blueberry,1
2005,apricot,5
1782,radish,2
3130,currant,4
3874,tat soi,1
1725,radish,2
2587,frisee,6
2459,azuki bean,5
2516,bilberry,1
2893,grapefruit,1
1202,navy bean,1
2987,grapefruit,5
831,kale,3
3166,blueberry,4
3355,tabasco pepper,3
2652,azuki bean,2
333,dill,2
1762,guava,6
623,frisee,3
3832,lentils,3
4986,damson,5
377,fig,5
3543,blueberry,6
1909,corn salad,5
2770,patty pan,3
4848,currant,6
1956,cherimoya,5
3401,kale,6
1326,marjoram,1
4171,feijoa,2
953,blueberry,1
4473,daikon,6
4448,broccoflower,4
3106,azuki bean,6
4696,dragonfruit,3
1932,grapefruit,2
717,watercress,2
4531,dragonfruit,6
3617,white radish,3
1083,grapefruit,4
992,white radish,3
2188,tubers,1
4361,apple,6
3203,damson,4
1491,cloudberry,2
3994,blueberry,4
988,date,6
3043,patty pan,5
367,spinach,3
3600,black-eyed pea,2
1094,daikon,1
2646,patty pan,5
795,raisin,3
2573,daikon,1
1470,marjoram,4
641,broccoflower,6
2005,radish,6
187,lentils,5
4168,corn salad,4
1258,date,5
3241,tabasco pepper,2
1415,spaghetti squash,1
1363,white radish,3
1538,tubers,1
4342,avocado,3
3968,navy bean,1
1185,white radish,2
4761,date,5
2925,feijoa,3
1022,endive,5
1446,tubers,6
2295,azuki bean,6
1368,apple,3
2863,navy bean,1
2257,dragonfruit,5
4657,tabasco pepper,3
253,blackcurrant,5
4797,coconut,2
2463,date,4
3465,dragonfruit,5
1522,cherimoya,3
1924,navy bean,6
3821,fig,1
3316,blackberry,3
2579,lentils,6
2623,cherimoya,1
3451,navy bean,4
3879,coconut,2
3355,apple,5
2816,marjoram,5
4783,dragonfruit,2
1005,watercress,3
4521,currant,2
982,kale,3
4189,blackcurrant,3
68,date,6
2972,spinach,6
4517,avocado,4
3780,spaghetti squash,1
2407,blackberry,4
1634,damson,3
2393,damson,6
3987,avocado,2
1169,lentils,2
972,lentils,6
4811,feijoa,6
3986,blueberry,1
3018,azuki bean,1
1968,avocado,2
2169,blackcurrant,5
4867,radish,2
1106,blackberry,4
281,dragonfruit,5
4675,apple,3
1035,damson,3
498,dragonfruit,5
3575,lentils,4
2350,fig,5
2076,banana,2
1760,cherimoya,3
426,raisin,1
3489,cherimoya,5
2760,damson,4
3781,apple,1
2052,avocado,6
3450,tat soi,2
4699,raisin,5
3114,white radish,4
2459,avocado,2
1469,white radish,4
1632,blueberry,3
985,feijoa,6
2577,dragonfruit,6
1415,apple,1
1818,azuki bean,5
787,bilberry,6
359,tubers,4
3522,tat soi,4
4666,mung bean,6
3204,raisin,2
4761,cloudberry,6
221,blueberry,3
4890,tabasco pepper,4
27,white radish,3
2295,date,2
3336,white radish,5
4738,fig,4
2121,blackcurrant,4
922,marjoram,5
1321,apricot,3
2016,tubers,1
2403,lentils,3
4165,grapefruit,6
4408,kale,4
3329,banana,2
4669,cabbage,4
3243,feijoa,1
3582,dragonfruit,1
1952,cherimoya,4
4729,feijoa,4
2013,blackberry,4
26,cabbage,5
4966,patty pan,6
2142,lettuce,3
3171,damson,6
633,tubers,2
3511,feijoa,2
1688,fig,2
3693,brussels sprout,5
2598,banana,6
2778,tubers,1
3093,blackcurrant,2
2161,apricot,2
2448,black-eyed pea,6
1306,spaghetti squash,5
4420,currant,3
1163,frisee,3
12,white radish,5
2558,marjoram,3
2295,goji berry,1
575,spaghetti squash,6
1269,spaghetti squash,1
2675,cabbage,6
3427,tat soi,1
591,raisin,5
4847,blueberry,1
4534,damson,5
1861,blackberry,4
2587,kidney bean,5
3215,radish,3
2908,daikon,5
2319,date,3
1773,corn salad,4
3304,dragonfruit,1
1277,spaghetti squash,5
143,frisee,3
1333,white radish,4
4163,navy bean,2
1921,fig,2
55,watercress,3
4591,banana,3
274,feijoa,3
220,goji berry,6
1499,cloudberry,3
4467,broccoli,4
1872,currant,1
2105,feijoa,1
2104,corn salad,1
3940,daikon,1
4360,blackberry,1
2734,cherimoya,1
2179,navy bean,2
1228,bilberry,5
4362,raisin,4
1294,goji berry,1
1246,spinach,1
2347,avocado,4
2927,blackberry,1
3191,spaghetti squash,6
661,fig,4
1665,raisin,1
69,marjoram,4
193,tat soi,1
3242,blackcurrant,4
